365.296   766.655   567.876   329.67   386.039   569.645   582.815   250.324   263.887   691.833   410.645   349.896   439.022   525.267   948.681   578.138   180.446   713.608   494.015   580.641   883.512   696.097   155.492   890.518   1   763.582   
174.766   340.124   454.589   780.896   370.128   124.885   146.192   136.783   692.761   475.862   522.822   262.406   58.6761   773.146   526.293   750.509   183.79   876.188   189.53   709.058   824.869   767.668   889.503   538.477   1   261.683   
470.144   421.988   957.78   625.636   312.506   721.361   800.402   652.629   175.95   581.298   22.7569   300.835   727.489   159.54   993.596   203.351   682.361   256.002   262.027   455.507   782.295   12.5354   639.297   658.483   1   202.066   
348.355   483.352   969.733   237.858   21.8286   231.416   708.002   443.816   189.195   333.637   756.322   910.557   134.039   408.951   86.5068   715.336   431.708   387.342   442.825   591.248   380.938   646.176   273.609   636.94   1   908.203   
729.116   419.235   920.738   368.413   77.7184   122.804   716.768   561.071   92.5365   954.626   582.899   323.952   662.627   26.7152   513.148   996.264   783.037   423.704   130.303   191.988   510.211   845.64   623.695   897.553   1   288.465   
214.943   278.491   934.641   488.551   915.431   842.843   217.667   334.666   763.581   586.079   412.385   886.385   302.847   973.455   978.922   257.472   556.354   302.873   920.099   583.069   816.021   916.363   366.106   239.725   1   46.6662   
558.094   749.936   892.306   181.789   647.489   180.77   396.731   925.979   115.411   885.282   841.41   958.254   102.949   176.076   721.835   689.028   588.461   608.22   991.875   561.916   587.141   249.347   118.27   890.015   1   169.446   
701.339   706.036   85.8089   67.4448   945.761   132.475   625.538   695.696   24.7805   807.327   343.185   205.551   204.058   269.164   320.961   89.3401   110.574   279.215   192.289   286.65   1.05048   881.317   875.11   609.271   1   873.192   
437.026   196.412   122.538   555.295   86.4261   291.984   256.634   792.462   377.793   324.079   738.222   510.268   949.617   433.918   535.048   756.944   777.103   740.599   961.002   46.266   61.5601   50.3418   156.84   340.776   1   242.631   
443.489   341.826   123.947   318.599   951.097   997.139   755.625   147.508   119.677   310.92   233.934   411.661   567.554   26.3953   789.453   891.633   764.617   299.721   841.25   198.535   834.769   598.194   975.637   575.367   1   559.195   
21.9031   636.928   609.537   178.743   977.703   852.168   622.232   319.529   976.115   940.831   270.625   973.254   696.456   418.133   92.9304   7.37643   652.067   504.591   574.931   678.462   294.044   466.564   443.079   593.764   1   307.813   
641.614   428.533   906.007   617.251   3.90013   465.202   639.154   640.828   74.739   817.897   618.531   926.907   440.129   938.059   903.022   380.96   208.684   876.275   77.4159   626.817   969.206   84.7923   278.884   473.796   1   659.723   
957.346   767.84   126.286   400.425   361.604   434.1   42.039   790.137   340.106   659.29   794.037   805.308   298.444   434.865   880.047   116.341   53.395   806.954   556.47   991.454   709.975   937.43   200.138   586.25   1   14.8454   
826.955   555.455   99.6378   105.839   29.2514   759.361   63.1849   797.091   885.647   463.61   158.695   319.747   505.649   948.833   659.853   164.939   742.869   465.161   463.383   177.734   345.208   579.725   231.129   152.162   1   136.194   
222.583   862.137   73.6238   422.721   448.387   88.4692   249.676   3.84176   188.107   355.516   33.0931   947.468   418.7   830.185   833.115   882.31   988.88   152.861   387.959   937.712   812.714   552.898   680.581   277.875   1   16.2813   
858.315   623.083   596.006   89.4439   775.244   732.2   312.027   637.381   805.824   734.748   85.7672   894.293   984.425   89.609   82.4001   339.94   122.702   29.8677   758.64   952.887   862.982   640.95   941.766   15.8432   1   28.9093   
879.478   828.557   581.807   560.059   106.431   598.089   418.374   729.514   194.095   507.818   504.758   926.295   819.845   142.139   732.119   554.593   227.906   626.412   539.017   317.515   708.812   878.957   440.217   738.68   1   637.597   
393.103   601.662   278.547   334.87   617.505   307.456   214.347   446.062   889.264   774.407   552.493   487.352   192.781   282.007   681.447   700.599   786.765   607.742   520.443   928.904   339.86   75.036   156.81   966.272   1   614.053   
474.325   675.084   493.01   914.542   413.763   130.607   307.645   15.4246   409.154   642.515   632.93   716.61   856.862   78.9913   605.874   631.269   631.485   93.2261   824.049   913.492   774.673   524.648   700.257   382.414   1   45.0908   
629.161   722.274   120.127   785.971   688.546   734.18   260.296   363.629   227.19   174.837   777.392   357.796   482.483   792.817   766.95   124.997   425.746   483.56   981.859   504.737   89.4341   613.128   136.222   182.66   1   437.177   
49.7134   957.333   961.824   749.97   339.747   6.91488   379.131   62.0211   127.042   165.102   750.567   861.222   425.398   114.196   88.4108   600.235   891.588   446.207   82.7176   684.405   213.157   207.715   110.15   696.718   1   189.574   
614.888   786.152   802.702   751.11   968.812   239.878   800.823   926.145   201.702   550.793   265.892   208.617   929.924   327.913   335.659   95.0258   78.4794   196.88   520.423   192.675   285.291   120.658   84.2631   731.498   1   203.376   
768.668   944.655   411.091   878.818   641.372   600.665   493.705   427.524   403.366   244.815   396.335   643.244   45.6372   322.48   844.947   596.43   588.371   53.5636   526.354   916.284   389.222   621.38   994.763   586.102   1   141.803   
187.438   871.393   262.461   271.702   602.891   465.837   40.3689   547.546   876.928   919.187   188.918   477.593   412.892   616.442   880.959   657.707   12.7765   524.203   703.344   335.256   369.149   299.774   923.627   422.713   1   826.128   
