293.164   113.464   388.936   266.124   764.916   421.019   493.972   278.971   605.445   657.537   214.647   256.455   666.293   50.7305   797.288   267.526   800.768   830.296   716.014   731.524   660.831   979.489   959.345   752.007   74.7903   791.07   991.881   869.882   721.769   197.717   576.463   14.9324   1   311.181   
965.399   281.056   76.0967   386.418   775.028   355.068   991.863   432.564   569.715   248.318   98.8569   620.446   45.6056   366.383   421.213   875.901   82.3972   152.737   536.732   61.8856   112.082   288.738   136.676   903.151   280.619   6.55807   624.92   478.337   583.021   639.852   789.518   548.42   1   920.908   
865.615   934.839   695.936   220.682   926.702   128.5   790.397   175.019   227.356   410.842   220.625   593.74   832.056   96.5261   676.137   984.792   633.258   738.023   96.8734   921.996   874.698   0.0243476   202.615   881.257   624.944   680.952   464.277   264.796   470.47   12.6973   185.704   336.084   1   947.536   
881.64   556.766   874.237   10.1387   347.163   49.2565   237.495   758.006   269.881   831.235   590.061   366.408   507.371   574.853   999.666   245.394   671.726   921.662   120.092   671.75   124.277   1.34784   296.694   805.229   465.625   561.49   275.698   478.322   747.194   611.783   425.858   628.833   1   168.549   
300.095   638.972   515.712   349.352   876.467   273.717   619.233   707.702   863.778   985.641   215.073   438.63   985.306   460.466   110.356   906.967   580.558   782.106   31.2439   581.906   78.7999   836.473   47.5304   640.29   112.171   525.853   387.484   723.954   951.711   16.3171   892.502   251.806   1   655.289   
408.214   601.158   531.756   681.931   220.39   239.457   545.709   206.031   454.53   984.339   191.336   914.996   94.6943   98.3035   495.553   876.8   129.547   77.4588   955.6   966.02   124.989   595.89   78.1909   650.842   983.374   802.145   602.553   999.691   694.646   854.359   654.98   102.86   1   455.516   
186.736   784.791   675.906   426.193   330.499   881.937   880.723   314.837   73.2731   795.719   409.532   171.577   291.272   286.332   301.124   368.731   241.932   267.144   493.72   837.822   345.335   144.562   821.195   147.479   747.115   820.886   842.126   601.473   475.866   944.985   56.9885   662.602   1   729.776   
732.895   88.7943   60.2746   614.831   969.517   375.112   688.104   765.236   784.644   859.681   56.5072   70.9751   160.805   425.238   312.907   427.949   918.958   150.728   773.284   63.5192   971.924   920.763   810.634   792.81   762.888   412.106   268.675   707.873   469.095   931.277   437.649   201.989   1   20.0709   
497.923   816.821   989.588   873.035   504.925   754.824   657.679   364.606   811.331   728.654   525.41   236.568   41.5604   953.359   155.526   192.289   726.642   219.045   164.212   647.405   29.6785   957.022   410.293   441.785   225.697   118.165   910.88   156.973   555.814   112.869   177.044   53.737   1   929.689   
166.632   926.772   434.614   921.456   584.451   799.22   732.786   313.104   324.63   969.355   354.665   277.989   124.88   546.953   4.63063   343.925   711.165   652.035   373.604   668.187   62.3277   815.389   893.883   180.493   726.268   50.8566   736.307   839.137   227.901   790.044   768.826   394.533   1   716.816   
203.44   315.989   301.266   2.65895   48.7745   614.37   327.289   18.1288   969.035   605.277   143.009   515.988   609.908   486.934   227.153   261.943   860.538   895.339   324.271   675.926   789.223   504.764   402.194   840.079   241.07   241.33   67.9799   31.114   10.1558   462.513   747.93   213.595   1   778.502   
49.1959   216.254   827.276   663.566   543.543   845.405   632.601   148.82   988.414   148.589   758.728   475.348   375.741   20.6707   335.886   271.08   344.941   11.812   60.3029   849.705   414.006   900.382   90.7752   655.336   968.362   121.889   665.492   430.875   869.819   879.087   209.376   919.015   1   95.3414   
36.6517   582.581   638.884   882.057   215.182   787.704   870.47   363.77   546.432   345.818   739.511   567.103   681.704   10.5917   912.044   693.516   70.8945   761.749   107.522   971.277   852.524   762.858   939.638   974.413   428.35   370.513   844.232   307.437   579.889   763.247   402.779   616.54   1   345.827   
41.6626   498.597   561.009   829.367   369.067   924.779   375.799   714.885   664.291   942.901   396.588   674.882   854.945   90.1039   745.777   616.694   197.626   717.053   469.218   960.484   656.691   443.631   388.833   27.2037   287.862   696.27   607.092   51.1087   99.0485   223.633   396.936   140.711   1   722.229   
957.945   970.078   91.2957   882.724   345.877   806.18   547.015   288.778   202.768   221.896   143.723   292.872   967.673   760.417   490.498   684.726   229.634   450.981   341.417   673.264   839.814   368.62   961.127   536.084   975.713   12.235   635.133   199.345   409.171   775.844   921.575   367.116   1   745.922   
12.87   249.84   91.7984   819.05   796.855   380.576   21.8185   18.7508   524.299   314.691   986.424   284.715   805.189   671.149   514.349   256.17   12.566   187.613   95.9838   381.186   148.74   632.068   356.899   160.975   267.201   556.244   570.146   43.0448   477.819   937.262   788.967   490.689   1   187.102   
880.765   309.739   983.956   261.341   331.557   2.70687   785.64   646.248   989.131   70.355   451.437   660.28   584.704   707.606   672.846   772.317   803.59   54.0321   921.057   435.658   410.931   82.0314   702.859   967.175   652.177   745.904   444.994   589.439   534.87   935.682   776.541   415.635   1   245.421   
760.497   676.976   576.978   763.204   462.616   223.226   752.334   532.971   674.662   412.614   117.675   382.268   85.4594   889.993   185.858   139.491   811.049   621.516   550.423   893.081   324.374   517.598   545.258   70.2779   962.591   134.696   605.148   898.273   911.237   20.7833   143.693   671.733   1   697.76   
720.671   434.937   160.376   943.897   187.271   693.347   618.558   599.884   811.022   0.826057   685.344   701.015   186.684   824.835   512.064   808.199   375.257   405.144   132.573   892.855   950.402   202.851   855.446   85.0977   807.999   753.719   996.335   828.783   897.412   668.068   526.542   618.083   1   103.004   
686.918   561.98   290.275   380.265   180.538   890.16   191.287   181.364   575.503   892.301   368.047   400.338   404.365   176.246   775.596   809.509   308.82   668.45   759.91   511.671   523.896   845.008   319.67   277.615   841.342   148.453   175.027   509.41   674.995   793.11   612.414   361.913   1   355.089   
902.689   742.178   535.627   792.849   933.465   716.991   368.352   825.766   85.0379   768.69   230.13   261.284   544.285   39.6386   570.104   212.735   799.549   81.7749   736.631   644.556   401.445   14.2458   485.898   549.898   189.273   995.308   224.893   982.383   607.722   586.806   337.472   510.411   1   328.983   
873.099   303.259   262.448   590.089   671.611   88.2137   675.127   440.3   318.344   936.411   984.585   357.983   506.515   197.32   157.531   588.29   933.951   802.087   989.735   948.197   287.985   539.633   137.469   283.292   764.525   119.851   891.014   351.331   457.323   401.424   680.314   330.421   1   704.683   
942.762   920.51   376.293   30.9756   595.637   816.593   349.32   532.048   801.178   707.302   38.5625   998.498   864.833   626.852   932.448   666.92   616.587   880.645   954.905   156.22   18.1137   238.197   920.745   137.965   129.21   272.075   595.288   530.634   952.39   925.709   235.317   895.152   1   846.219   
611.61   926.127   441.856   428.203   275.446   973.903   229.381   982.749   12.4654   227.879   847.582   639.318   160.327   514.501   255.905   40.9713   469.406   412.124   59.0849   707.602   332.869   197.05   836.812   604.944   792.338   367.446   557.333   718.047   602.763   452.485   564.266   214.373   1   378.612   
6.12096   642.576   654.058   980.024   871.957   636.806   992.49   99.8354   484.388   631.807   260.162   998.889   887.712   301.133   468.294   299.836   360.218   175.896   632.705   557.268   12.7075   237.649   349.606   380.153   794.982   67.6524   982.916   247.467   631.918   197.288   626.078   638.039   1   839.864   
280.136   618.063   711.821   916.942   610.552   811.656   401.329   242.359   71.8182   400.218   130.071   372.952   868.512   429.907   733.17   44.4074   62.6114   290.438   57.1149   300.26   640.044   437.268   95.2421   707.696   420.184   342.709   339.614   617.472   968.787   977.653   457.336   248.922   1   595.716   
169.156   165.864   206.268   980.813   567.194   448.627   52.6308   967.412   578.698   425.582   835.923   8.60445   158.752   880.331   71.2159   449.19   937.446   371.476   89.233   374.714   466.718   796.929   794.897   809.427   136.542   412.369   778.213   114.195   869.705   27.1355   709.911   38.861   1   193   
916.178   19.6736   760.194   364.805   72.3044   727.605   943.503   497.887   563.528   952.107   656.639   443.859   23.3226   105.828   381.305   394.799   195.061   756.018   861.517   991.99   550.915   670.943   128.532   963.284   449.156   242.727   832.989   476.292   952.638   871.85   669.292   868.816   1   891.523   
