365.296   766.655   567.876   329.67   386.039   569.645   582.815   250.324   263.887   691.833   410.645   349.896   439.022   525.267   948.681   578.138   180.446   713.608   494.015   580.641   883.512   696.097   155.492   890.518   763.582   174.766   340.124   454.589   780.896   370.128   124.885   146.192   1   136.783   
692.761   475.862   522.822   262.406   58.6761   773.146   526.293   750.509   183.79   876.188   189.53   709.058   824.869   767.668   889.503   538.477   261.683   470.144   421.988   957.78   625.636   312.506   721.361   800.402   652.629   175.95   581.298   22.7569   300.835   727.489   159.54   993.596   1   203.351   
682.361   256.002   262.027   455.507   782.295   12.5354   639.297   658.483   202.066   348.355   483.352   969.733   237.858   21.8286   231.416   708.002   443.816   189.195   333.637   756.322   910.557   134.039   408.951   86.5068   715.336   431.708   387.342   442.825   591.248   380.938   646.176   273.609   1   636.94   
908.203   729.116   419.235   920.738   368.413   77.7184   122.804   716.768   561.071   92.5365   954.626   582.899   323.952   662.627   26.7152   513.148   996.264   783.037   423.704   130.303   191.988   510.211   845.64   623.695   897.553   288.465   214.943   278.491   934.641   488.551   915.431   842.843   1   217.667   
334.666   763.581   586.079   412.385   886.385   302.847   973.455   978.922   257.472   556.354   302.873   920.099   583.069   816.021   916.363   366.106   239.725   46.6662   558.094   749.936   892.306   181.789   647.489   180.77   396.731   925.979   115.411   885.282   841.41   958.254   102.949   176.076   1   721.835   
689.028   588.461   608.22   991.875   561.916   587.141   249.347   118.27   890.015   169.446   701.339   706.036   85.8089   67.4448   945.761   132.475   625.538   695.696   24.7805   807.327   343.185   205.551   204.058   269.164   320.961   89.3401   110.574   279.215   192.289   286.65   1.05048   881.317   1   875.11   
609.271   873.192   437.026   196.412   122.538   555.295   86.4261   291.984   256.634   792.462   377.793   324.079   738.222   510.268   949.617   433.918   535.048   756.944   777.103   740.599   961.002   46.266   61.5601   50.3418   156.84   340.776   242.631   443.489   341.826   123.947   318.599   951.097   1   997.139   
755.625   147.508   119.677   310.92   233.934   411.661   567.554   26.3953   789.453   891.633   764.617   299.721   841.25   198.535   834.769   598.194   975.637   575.367   559.195   21.9031   636.928   609.537   178.743   977.703   852.168   622.232   319.529   976.115   940.831   270.625   973.254   696.456   1   418.133   
92.9304   7.37643   652.067   504.591   574.931   678.462   294.044   466.564   443.079   593.764   307.813   641.614   428.533   906.007   617.251   3.90013   465.202   639.154   640.828   74.739   817.897   618.531   926.907   440.129   938.059   903.022   380.96   208.684   876.275   77.4159   626.817   969.206   1   84.7923   
278.884   473.796   659.723   957.346   767.84   126.286   400.425   361.604   434.1   42.039   790.137   340.106   659.29   794.037   805.308   298.444   434.865   880.047   116.341   53.395   806.954   556.47   991.454   709.975   937.43   200.138   586.25   14.8454   826.955   555.455   99.6378   105.839   1   29.2514   
759.361   63.1849   797.091   885.647   463.61   158.695   319.747   505.649   948.833   659.853   164.939   742.869   465.161   463.383   177.734   345.208   579.725   231.129   152.162   136.194   222.583   862.137   73.6238   422.721   448.387   88.4692   249.676   3.84176   188.107   355.516   33.0931   947.468   1   418.7   
830.185   833.115   882.31   988.88   152.861   387.959   937.712   812.714   552.898   680.581   277.875   16.2813   858.315   623.083   596.006   89.4439   775.244   732.2   312.027   637.381   805.824   734.748   85.7672   894.293   984.425   89.609   82.4001   339.94   122.702   29.8677   758.64   952.887   1   862.982   
640.95   941.766   15.8432   28.9093   879.478   828.557   581.807   560.059   106.431   598.089   418.374   729.514   194.095   507.818   504.758   926.295   819.845   142.139   732.119   554.593   227.906   626.412   539.017   317.515   708.812   878.957   440.217   738.68   637.597   393.103   601.662   278.547   1   334.87   
617.505   307.456   214.347   446.062   889.264   774.407   552.493   487.352   192.781   282.007   681.447   700.599   786.765   607.742   520.443   928.904   339.86   75.036   156.81   966.272   614.053   474.325   675.084   493.01   914.542   413.763   130.607   307.645   15.4246   409.154   642.515   632.93   1   716.61   
856.862   78.9913   605.874   631.269   631.485   93.2261   824.049   913.492   774.673   524.648   700.257   382.414   45.0908   629.161   722.274   120.127   785.971   688.546   734.18   260.296   363.629   227.19   174.837   777.392   357.796   482.483   792.817   766.95   124.997   425.746   483.56   981.859   1   504.737   
89.4341   613.128   136.222   182.66   437.177   49.7134   957.333   961.824   749.97   339.747   6.91488   379.131   62.0211   127.042   165.102   750.567   861.222   425.398   114.196   88.4108   600.235   891.588   446.207   82.7176   684.405   213.157   207.715   110.15   696.718   189.574   614.888   786.152   1   802.702   
751.11   968.812   239.878   800.823   926.145   201.702   550.793   265.892   208.617   929.924   327.913   335.659   95.0258   78.4794   196.88   520.423   192.675   285.291   120.658   84.2631   731.498   203.376   768.668   944.655   411.091   878.818   641.372   600.665   493.705   427.524   403.366   244.815   1   396.335   
643.244   45.6372   322.48   844.947   596.43   588.371   53.5636   526.354   916.284   389.222   621.38   994.763   586.102   141.803   187.438   871.393   262.461   271.702   602.891   465.837   40.3689   547.546   876.928   919.187   188.918   477.593   412.892   616.442   880.959   657.707   12.7765   524.203   1   703.344   
335.256   369.149   299.774   923.627   422.713   826.128   839.911   811.935   447.508   834.674   398.037   589.311   22.1125   269.43   851.772   293.814   872.321   317.609   334.183   419.867   194.537   253.37   608.785   672.13   666.262   225.226   553.088   323.968   238.002   77.2911   27.3115   573.259   1   446.44   
327.085   496.886   869.153   153.213   336.796   681.088   600.721   171.47   79.1256   190.031   193.583   348.556   41.8029   487.397   220.877   359.412   821.58   640.744   553.95   74.9493   249.528   226.079   741.211   474.754   779.168   65.1784   712.757   856.459   92.4899   286.015   302.899   419.575   1   782.9   
172.052   572.788   119.697   853.14   173.508   291.167   932.266   363.539   484.75   280.822   405.342   972.147   501.699   764.755   793.727   142.442   318.704   868.676   391.971   544.783   609.887   866.725   323.95   675.065   579.481   180.408   767.555   865.496   483.307   187.13   648.396   655.359   1   759.918   
768.093   508.499   933.427   59.2597   440.764   296.966   544.01   721.586   702.308   516.157   223.285   467.062   309.883   365.727   785.766   178.559   757.698   330.549   788.446   624.422   654.499   463.511   203.903   834.907   231.066   69.3989   318.214   418.196   717.795   973.573   178.114   485.888   1   482.072   
111.541   545.147   922.836   408.507   89.1568   644.422   110.815   605.314   867.706   577.877   915.197   233.433   363.643   93.7562   991.13   694.192   882.203   615.552   348.691   345.713   819.455   183.598   576.78   888.854   501.812   994.976   606.649   475.384   173.09   92.5364   957.456   284.631   1   637.684   
880.292   693.138   726.841   524.713   803.952   332.154   392.419   381.829   247.351   625.852   745.472   341.107   616.982   439.664   223.309   232.534   788.355   569.023   51.9892   971.952   145.802   940.843   473.764   140.778   547.492   949.148   313.868   640.029   906.604   598.499   277.712   786.895   1   291.636   
4.55221   311.608   95.5882   336.706   704.027   477.417   584.057   329.879   222.889   925.163   946.861   662.554   148.472   179.395   450.908   717.495   231.384   422.86   863.297   172.227   896.624   4.07391   719.719   845.772   317.942   359.748   752.375   916.44   637.459   539.27   208.076   642.012   1   850.878   
303.664   978.718   554.905   781.082   562.774   884.783   3.97083   487.937   831.644   666.524   636.409   11.0383   117.432   353.904   242.422   540.292   217.2   414.649   436.915   221.274   134.368   282.687   539.216   494.116   35.0615   455.656   131.575   574.331   663.732   773.587   425.209   967.396   1   752.304   
980.113   748.477   315.078   864.896   752.448   803.015   696.54   418.972   439.424   707.578   536.404   793.328   950.001   76.6959   10.5278   364.65   513.611   231.802   499.018   796.298   771.017   993.134   831.36   226.673   124.709   405.691   890.405   898.296   830.9   857.8   650.6   811.013   1   606.277   
965.677   675.909   358.725   768.692   372.448   777.697   208.116   80.0265   314.101   1.4441   30.0268   390.797   11.9719   394.677   904.409   243.774   893.695   700.706   14.7909   886.828   532.066   241.464   11.537   937.757   131.868   909.833   768.656   989.668   560.432   579.668   595.945   526.109   1   255.577   
954.67   294.801   628.025   732.367   502.917   708.052   46.4686   504.362   738.079   437.266   516.334   132.755   341.674   760.107   26.4492   42.3805   774.898   913.278   574.446   16.3616   924.815   512.203   148.23   834.647   280.858   137.897   395.079   860.527   733.842   921.188   116.103   688.512   1   215.989   
744.129   420.88   718.906   452.18   467.348   223.267   190.258   904.614   739.601   323.013   246.288   499.708   349.462   288.669   274.606   262.74   863.115   290.967   187.554   375.317   439.197   22.2011   656.176   577.094   417.28   516.702   310.936   338.467   632.805   999.449   554.456   376.933   1   420.328   
273.362   829.114   887.676   496.629   19.3717   792.29   236.23   342.385   38.5783   735.938   691.847   327.247   10.5435   954.587   190.362   301.511   142.141   565.679   740.708   164.342   221.854   317.802   581.622   738.556   628.738   920.09   371.361   628.187   474.545   748.294   48.5149   747.907   1   577.408   
936.191   244.536   596.779   728.481   480.766   939.164   767.06   216.704   631.012   94.3064   227.247   585.599   284.668   528.758   727.74   850.347   269.466   892.082   72.2012   587.268   473.704   810.757   216.006   393.794   182.118   844.193   868.339   930.413   892.708   616.246   507.82   828.899   1   860.782   
104.599   557.38   341.548   43.7635   324.44   558.252   674.775   418.746   785.499   260.374   703.414   314.257   988.114   553.761   583.723   880.196   625.962   170.991   353.9   436.72   386.997   747.694   618.838   231.19   616.032   549.25   123.897   232.278   57.0702   952.796   93.0599   161.67   1   510.176   
434.608   205.433   834.616   992.86   880.208   253.362   778.359   140.582   956.776   92.6163   128.695   510.537   676.34   8.8902   136.499   847.331   362.79   573.219   234.327   110.483   192.057   465.517   726.516   741.307   589.414   958.793   798.377   542.211   51.853   960.047   52.3868   486.461   1   165.48   
887.003   479.321   45.6876   140.365   257.68   186.269   97.1409   350.296   314.964   607.678   26.6353   323.854   744.178   873.966   686.644   317.396   108.293   797.127   509.453   573.81   523.643   250.76   163.224   482.436   49.1364   705.435   534.289   9.18288   757.822   20.7495   174.662   644.824   1   500.07   
220.35   785.189   757.75   406.619   882.33   108.046   721.583   490.008   134.681   45.4367   234.185   8.64653   732.081   551.582   116.939   529.208   61.0343   690.75   52.85   311.794   853.974   535.286   360.93   559.408   69.5741   370.113   317.23   90.3236   544.776   962.054   590.394   765.126   1   747.243   
348.144   171.744   629.573   456.189   893.327   119.581   590.87   938.764   353.766   599.517   670.845   905.348   716.456   200.052   966.382   407.205   252.902   278.176   261.179   788.188   639.106   820.587   857.762   9.21901   137.817   948.085   553.995   99.8709   538.479   319.12   847.114   886.623   1   490.864   
476.687   342.812   384.191   596.268   933.682   322.955   950.035   533.198   993.8   855.383   249.654   193.851   821.765   656.859   446.753   99.9403   918.038   234.941   739.046   738.625   92.7026   748.265   876.442   40.7877   302.26   976.313   579.267   621.38   823.427   465.889   112.244   300.114   1   808.701   
